,Page_URL,Text,Crafting_Focus,,
T8_2H_WARBOW@2,https://albiononline2d.com/en/item/id/T8_2H_WARBOW@2,Crafting Requirements (1),49260,,
T8_2H_HAMMER_UNDEAD,https://albiononline2d.com/en/item/id/T8_2H_HAMMER_UNDEAD,Crafting Requirements (3),16085,,
,https://albiononline2d.com/en/item/id/T8_PUMPKIN,Used In (33),,,
T8_HEAD_LEATHER_SET2@2,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2@2,Crafting Requirements (1),12315,,
T8_MAIN_NATURESTAFF_KEEPER@2,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF_KEEPER@2,Crafting Requirements (3),36945,,
T8_OFF_SHIELD@4,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD@4,Crafting Requirements (2),37715,,
T8_MAIN_ARCANESTAFF_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF_UNDEAD@2,Crafting Requirements (3),36945,,
T8_MAIN_FIRESTAFF@2,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF@2,Crafting Requirements (2),36945,,
T8_ARMOR_PLATE_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_ARMOR_PLATE_UNDEAD@4,Crafting Requirements (2),75429,,
T8_ARTEFACT_2H_HARPOON_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_HARPOON_HELL,Crafting Requirements (1),,,
T8_MAIN_ARCANESTAFF_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF_UNDEAD@3,Crafting Requirements (3),64653,,
T8_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,Crafting Requirements (1),,,
T8_OFF_SHIELD_HELL,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD_HELL,Crafting Requirements (3),4021,,
T8_RANDOM_DUNGEON_ELITE_TOKEN_1,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_ELITE_TOKEN_1,Crafting Requirements (1),,,
T8_MAIN_FIRESTAFF@3,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF@3,Crafting Requirements (2),64653,,
,https://albiononline2d.com/en/item/id/T8_MOUNTUPGRADE_HORSE_CURSE,Used In (1),,,
T8_HEAD_LEATHER_SET2@3,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2@3,Crafting Requirements (1),21551,,
T8_MAIN_NATURESTAFF_KEEPER@3,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF_KEEPER@3,Crafting Requirements (3),36945,,
T8_MAIN_ARCANESTAFF_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_MAIN_ARCANESTAFF_UNDEAD@4,Crafting Requirements (3),113144,,
T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T8_MOUNTUPGRADE_HORSE_MORGANA,Used In (1),,,
T8_2H_WARBOW@3,https://albiononline2d.com/en/item/id/T8_2H_WARBOW@3,Crafting Requirements (1),86205,,
T8_ARTEFACT_2H_ARCANESTAFF_HELL,﻿https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_ARCANESTAFF_HELL,Crafting Requirements (1),,,
T8_OFF_SHIELD_HELL@1,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD_HELL@1,Crafting Requirements (3),7037,,
T8_MAIN_NATURESTAFF_KEEPER@4,https://albiononline2d.com/en/item/id/T8_MAIN_NATURESTAFF_KEEPER@4,Crafting Requirements (3),,,
T8_MAIN_AXE,https://albiononline2d.com/en/item/id/T8_MAIN_AXE,Crafting Requirements (2),12064,,
T8_2H_HAMMER_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_2H_HAMMER_UNDEAD@1,Crafting Requirements (3),28148,,
T8_RANDOM_DUNGEON_ELITE_TOKEN_2,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_ELITE_TOKEN_2,Crafting Requirements (1),,,
T8_MAIN_FIRESTAFF@4,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF@4,Crafting Requirements (2),113144,,
T8_ARTEFACT_2H_CLEAVER_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_CLEAVER_HELL,Crafting Requirements (1),,,
T8_MAIN_AXE@1,https://albiononline2d.com/en/item/id/T8_MAIN_AXE@1,Crafting Requirements (2),21111,,
T8_HEAD_LEATHER_SET2@4,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET2@4,Crafting Requirements (1),37715,,
T8_OFF_SHIELD_HELL@2,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD_HELL@2,Crafting Requirements (3),12315,,
T8_MAIN_AXE@2,https://albiononline2d.com/en/item/id/T8_MAIN_AXE@2,Crafting Requirements (2),36945,,
T8_RANDOM_DUNGEON_ELITE_TOKEN_3,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_ELITE_TOKEN_3,Crafting Requirements (1),,,
T8_SHOES_LEATHER_MORGANA@1,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_MORGANA@1,Crafting Requirements (2),7037,,
T8_ARTEFACT_SHOES_LEATHER_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_LEATHER_HELL,Crafting Requirements (1),,,
T8_MAIN_AXE@3,https://albiononline2d.com/en/item/id/T8_MAIN_AXE@3,Crafting Requirements (2),64653,,
T8_MAIN_RAPIER_MORGANA,https://albiononline2d.com/en/item/id/T8_MAIN_RAPIER_MORGANA,Crafting Requirements (3),113144,,
T8_2H_WARBOW@4,https://albiononline2d.com/en/item/id/T8_2H_WARBOW@4,Crafting Requirements (1),150858,,
T8_HEAD_LEATHER_SET3,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET3,Crafting Requirements (1),4021,,
T8_OFF_SHIELD_HELL@3,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD_HELL@3,Crafting Requirements (3),21551,,
T8_SHOES_LEATHER_MORGANA@2,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_MORGANA@2,Crafting Requirements (2),12315,,
T8_RANDOM_DUNGEON_ELITE_TOKEN_4,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_ELITE_TOKEN_4,Crafting Requirements (1),,,
T8_OFF_BOOK,https://albiononline2d.com/en/item/id/T8_OFF_BOOK,Crafting Requirements (2),4021,,
T8_MAIN_FIRESTAFF_KEEPER,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF_KEEPER,Crafting Requirements (3),113144,,
T8_HEAD_LEATHER_SET3@1,https://albiononline2d.com/en/item/id/T8_HEAD_LEATHER_SET3@1,Crafting Requirements (1),7037,,
T8_SHOES_LEATHER_MORGANA@3,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_MORGANA@3,Crafting Requirements (2),21551,,
T8_MAIN_RAPIER_MORGANA@1,https://albiononline2d.com/en/item/id/T8_MAIN_RAPIER_MORGANA@1,Crafting Requirements (3),21111,,
T8_RANDOM_DUNGEON_SOLO_TOKEN_1,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_SOLO_TOKEN_1,Crafting Requirements (0),,,
T8_OFF_SHIELD_HELL@4,https://albiononline2d.com/en/item/id/T8_OFF_SHIELD_HELL@4,Crafting Requirements (3),37715,,
T8_SHOES_LEATHER_MORGANA@4,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_MORGANA@4,Crafting Requirements (2),37715,,
T8_OFF_BOOK@1,https://albiononline2d.com/en/item/id/T8_OFF_BOOK@1,Crafting Requirements (2),7037,,
T8_ARTEFACT_SHOES_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_LEATHER_MORGANA,Crafting Requirements (1),,,
T8_MAIN_RAPIER_MORGANA@2,https://albiononline2d.com/en/item/id/T8_MAIN_RAPIER_MORGANA@2,Crafting Requirements (3),36945,,
T8_SHOES_LEATHER_SET1,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET1,Crafting Requirements (1),4021,,
T8_OFF_SPIKEDSHIELD_MORGANA,https://albiononline2d.com/en/item/id/T8_OFF_SPIKEDSHIELD_MORGANA,Crafting Requirements (3),4021,,
T8_RANDOM_DUNGEON_SOLO_TOKEN_2,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_SOLO_TOKEN_2,Crafting Requirements (0),,,
T8_2H_HAMMER_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_2H_HAMMER_UNDEAD@2,Crafting Requirements (3),49260,,
T8_MAIN_FIRESTAFF_KEEPER@1,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF_KEEPER@1,Crafting Requirements (3),21111,,
T8_SHOES_PLATE_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_UNDEAD@4,Crafting Requirements (2),37715,,
T8_2H_WILDSTAFF,https://albiononline2d.com/en/item/id/T8_2H_WILDSTAFF,Crafting Requirements (2),16085,,
T8_SHOES_LEATHER_SET1@1,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET1@1,Crafting Requirements (1),7037,,
T8_MAIN_RAPIER_MORGANA@3,https://albiononline2d.com/en/item/id/T8_MAIN_RAPIER_MORGANA@3,Crafting Requirements (3),64653,,
T8_OFF_SPIKEDSHIELD_MORGANA@1,https://albiononline2d.com/en/item/id/T8_OFF_SPIKEDSHIELD_MORGANA@1,Crafting Requirements (3),7037,,
T8_OFF_BOOK@2,https://albiononline2d.com/en/item/id/T8_OFF_BOOK@2,Crafting Requirements (2),12315,,
T8_RANDOM_DUNGEON_SOLO_TOKEN_3,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_SOLO_TOKEN_3,Crafting Requirements (0),,,
T8_SHOES_LEATHER_SET1@2,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET1@2,Crafting Requirements (1),12315,,
UNIQUE_MOUNT_BEHEMOTH_GOLD,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_BEHEMOTH_GOLD,Crafting Requirements (0),,,
T8_OFF_SPIKEDSHIELD_MORGANA@2,https://albiononline2d.com/en/item/id/T8_OFF_SPIKEDSHIELD_MORGANA@2,Crafting Requirements (3),12315,,
T8_MAIN_RAPIER_MORGANA@4,https://albiononline2d.com/en/item/id/T8_MAIN_RAPIER_MORGANA@4,Crafting Requirements (3),113144,,
T8_SHOES_LEATHER_SET1@3,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET1@3,Crafting Requirements (1),21551,,
T8_ARTEFACT_SHOES_LEATHER_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_LEATHER_UNDEAD,Crafting Requirements (1),,,
T8_RANDOM_DUNGEON_SOLO_TOKEN_4,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_SOLO_TOKEN_4,Crafting Requirements (0),,,
T8_OFF_SPIKEDSHIELD_MORGANA@3,https://albiononline2d.com/en/item/id/T8_OFF_SPIKEDSHIELD_MORGANA@3,Crafting Requirements (3),21551,,
,https://albiononline2d.com/en/item/id/T8_OFF_SPIKEDSHIELD_MORGANA@4,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TALISMAN_AVALON,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TALISMAN_AVALON@1,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TALISMAN_AVALON@2,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TALISMAN_AVALON@3,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TALISMAN_AVALON@4,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TORCH,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TORCH@1,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TORCH@2,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TORCH@3,,,,
T8_SOUL,https://albiononline2d.com/en/item/id/T8_SOUL,Crafting Requirements (1),,,
T8_SHOES_LEATHER_SET1@4,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET1@4,Crafting Requirements (1),37715,,
T8_MAIN_FIRESTAFF_KEEPER@2,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF_KEEPER@2,Crafting Requirements (3),36945,,
,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF_KEEPER@3,,,,
,https://albiononline2d.com/en/item/id/T8_OFF_TORCH@4,,,,
,https://albiononline2d.com/en/item/id/T8_MAIN_FIRESTAFF_KEEPER@4,,,,
,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF,,,,
T8_MAIN_ROCKMACE_KEEPER,https://albiononline2d.com/en/item/id/T8_MAIN_ROCKMACE_KEEPER,Crafting Requirements (3),12064,,
T8_2H_WILDSTAFF@1,https://albiononline2d.com/en/item/id/T8_2H_WILDSTAFF@1,Crafting Requirements (2),28148,,
T8_RANDOM_DUNGEON_TOKEN_1,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_TOKEN_1,Crafting Requirements (1),1,,
T8_OFF_BOOK@3,https://albiononline2d.com/en/item/id/T8_OFF_BOOK@3,Crafting Requirements (2),21551,,
T8_SHOES_LEATHER_SET2,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET2,Crafting Requirements (1),4021,,
,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF@1,,,,
T8_SHOES_LEATHER_SET2@1,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET2@1,Crafting Requirements (1),7037,,
T8_ARTEFACT_SHOES_PLATE_AVALON,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_PLATE_AVALON,Crafting Requirements (1),,,
T8_WOOD,https://albiononline2d.com/en/item/id/T8_WOOD,Crafting Requirements (1),0,,
T8_RANDOM_DUNGEON_TOKEN_2,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_TOKEN_2,Crafting Requirements (1),1,,
T8_OFF_TOTEM_KEEPER,https://albiononline2d.com/en/item/id/T8_OFF_TOTEM_KEEPER,Crafting Requirements (3),4021,,
UNIQUE_MOUNT_BEHEMOTH_SILVER,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_BEHEMOTH_SILVER,Crafting Requirements (0),,,
T8_OFF_BOOK@4,https://albiononline2d.com/en/item/id/T8_OFF_BOOK@4,Crafting Requirements (2),37715,,
T8_MAIN_ROCKMACE_KEEPER@1,https://albiononline2d.com/en/item/id/T8_MAIN_ROCKMACE_KEEPER@1,Crafting Requirements (3),21111,,
T8_MAIN_FROSTSTAFF@2,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF@2,Crafting Requirements (2),36945,,
T8_SHOES_LEATHER_SET2@2,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET2@2,Crafting Requirements (1),12315,,
T8_RANDOM_DUNGEON_TOKEN_3,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_TOKEN_3,Crafting Requirements (1),1,,
T8_SHOES_LEATHER_SET2@3,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET2@3,Crafting Requirements (1),21551,,
T8_OFF_CENSER_AVALON,https://albiononline2d.com/en/item/id/T8_OFF_CENSER_AVALON,Crafting Requirements (3),4021,,
T8_OFF_TOTEM_KEEPER@1,https://albiononline2d.com/en/item/id/T8_OFF_TOTEM_KEEPER@1,Crafting Requirements (3),7037,,
T8_WOOD_LEVEL1,https://albiononline2d.com/en/item/id/T8_WOOD_LEVEL1,Crafting Requirements (1),0,,
T8_RANDOM_DUNGEON_TOKEN_4,https://albiononline2d.com/en/item/id/T8_RANDOM_DUNGEON_TOKEN_4,Crafting Requirements (1),1,,
T8_2H_WILDSTAFF@2,https://albiononline2d.com/en/item/id/T8_2H_WILDSTAFF@2,Crafting Requirements (2),49260,,
T8_SHOES_LEATHER_SET2@4,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET2@4,Crafting Requirements (1),37715,,
T8_MAIN_FROSTSTAFF@3,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF@3,Crafting Requirements (2),64653,,
T8_ARTEFACT_SHOES_PLATE_FEY,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_PLATE_FEY,Crafting Requirements (1),,,
T8_MAIN_ROCKMACE_KEEPER@2,https://albiononline2d.com/en/item/id/T8_MAIN_ROCKMACE_KEEPER@2,Crafting Requirements (3),36945,,
UNIQUE_MOUNT_BLACK_PANTHER_ADC,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_BLACK_PANTHER_ADC,Crafting Requirements (0),,,
T8_OFF_CENSER_AVALON@1,https://albiononline2d.com/en/item/id/T8_OFF_CENSER_AVALON@1,Crafting Requirements (3),7037,,
T8_SHOES_LEATHER_SET3,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET3,Crafting Requirements (1),4021,,
T8_RELIC,https://albiononline2d.com/en/item/id/T8_RELIC,Crafting Requirements (1),,,
T8_OFF_TOTEM_KEEPER@2,https://albiononline2d.com/en/item/id/T8_OFF_TOTEM_KEEPER@2,Crafting Requirements (3),12315,,
T8_SHOES_LEATHER_SET3@1,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET3@1,Crafting Requirements (1),7037,,
T8_MAIN_FROSTSTAFF@4,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF@4,Crafting Requirements (2),113144,,
T8_WOOD_LEVEL2,https://albiononline2d.com/en/item/id/T8_WOOD_LEVEL2,Crafting Requirements (1),0,,
T8_ROCK,https://albiononline2d.com/en/item/id/T8_ROCK,Crafting Requirements (1),0,,
UNIQUE_MOUNT_DIVINE_OWL_ADC,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_DIVINE_OWL_ADC,Crafting Requirements (0),,,
T8_SHOES_LEATHER_SET3@2,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET3@2,Crafting Requirements (1),12315,,
T8_MAIN_ROCKMACE_KEEPER@3,https://albiononline2d.com/en/item/id/T8_MAIN_ROCKMACE_KEEPER@3,Crafting Requirements (3),64653,,
T8_OFF_CENSER_AVALON@2,https://albiononline2d.com/en/item/id/T8_OFF_CENSER_AVALON@2,Crafting Requirements (3),12315,,
T8_ARTEFACT_SHOES_PLATE_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_PLATE_HELL,Crafting Requirements (1),,,
T8_2H_WILDSTAFF@3,https://albiononline2d.com/en/item/id/T8_2H_WILDSTAFF@3,Crafting Requirements (2),86205,,
T8_OFF_TOTEM_KEEPER@3,https://albiononline2d.com/en/item/id/T8_OFF_TOTEM_KEEPER@3,Crafting Requirements (3),21551,,
T8_ROCK_LEVEL1,https://albiononline2d.com/en/item/id/T8_ROCK_LEVEL1,Crafting Requirements (1),0,,
T8_SHOES_LEATHER_SET3@3,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET3@3,Crafting Requirements (1),21551,,
T8_MAIN_FROSTSTAFF_KEEPER,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF_KEEPER,Crafting Requirements (3),12064,,
T8_ARTEFACT_2H_HOLYSTAFF_HELL,https://albiononline2d.com/en/item/id/T8_ARTEFACT_2H_HOLYSTAFF_HELL,Crafting Requirements (1),,,
T8_SHOES_LEATHER_SET3@4,https://albiononline2d.com/en/item/id/T8_SHOES_LEATHER_SET3@4,Crafting Requirements (1),37715,,
UNIQUE_MOUNT_ENT_CRYSTAL,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_ENT_CRYSTAL,Crafting Requirements (0),,,
T8_MAIN_ROCKMACE_KEEPER@4,https://albiononline2d.com/en/item/id/T8_MAIN_ROCKMACE_KEEPER@4,Crafting Requirements (3),113144,,
T8_WOOD_LEVEL3,https://albiononline2d.com/en/item/id/T8_WOOD_LEVEL3,Crafting Requirements (1),0,,
T8_ROCK_LEVEL2,https://albiononline2d.com/en/item/id/T8_ROCK_LEVEL2,Crafting Requirements (1),0,,
T8_OFF_TOTEM_KEEPER@4,https://albiononline2d.com/en/item/id/T8_OFF_TOTEM_KEEPER@4,Crafting Requirements (3),37715,,
T8_OFF_CENSER_AVALON@3,https://albiononline2d.com/en/item/id/T8_OFF_CENSER_AVALON@3,Crafting Requirements (3),21551,,
T8_SHOES_PLATE_SET1,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET1,Crafting Requirements (1),4021,,
T8_MAIN_FROSTSTAFF_KEEPER@1,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF_KEEPER@1,Crafting Requirements (3),21111,,
T8_ROCK_LEVEL3,https://albiononline2d.com/en/item/id/T8_ROCK_LEVEL3,Crafting Requirements (1),0,,
T8_2H_HAMMER_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_2H_HAMMER_UNDEAD@3,Crafting Requirements (3),86205,,
T8_ARTEFACT_SHOES_PLATE_KEEPER,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_PLATE_KEEPER,Crafting Requirements (1),,,
T8_SHOES_PLATE_SET1@1,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET1@1,Crafting Requirements (1),7037,,
UNIQUE_MOUNT_ENT_GOLD,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_ENT_GOLD,Crafting Requirements (0),,,
T8_OFF_TOWERSHIELD_UNDEAD,https://albiononline2d.com/en/item/id/T8_OFF_TOWERSHIELD_UNDEAD,Crafting Requirements (3),4021,,
T8_2H_WILDSTAFF@4,https://albiononline2d.com/en/item/id/T8_2H_WILDSTAFF@4,Crafting Requirements (2),150858,,
T8_RUNE,https://albiononline2d.com/en/item/id/T8_RUNE,Crafting Requirements (1),,,
T8_SHOES_PLATE_SET1@2,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET1@2,Crafting Requirements (1),12315,,
T8_OFF_CENSER_AVALON@4,https://albiononline2d.com/en/item/id/T8_OFF_CENSER_AVALON@4,Crafting Requirements (3),37715,,
T8_WOOD_LEVEL4,https://albiononline2d.com/en/item/id/T8_WOOD_LEVEL4,Crafting Requirements (1),,,
T8_MAIN_SCIMITAR_MORGANA,https://albiononline2d.com/en/item/id/T8_MAIN_SCIMITAR_MORGANA,Crafting Requirements (3),12064,,
T8_MAIN_FROSTSTAFF_KEEPER@2,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF_KEEPER@2,Crafting Requirements (3),36945,,
T8_SHOES_PLATE_SET1@3,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET1@3,Crafting Requirements (1),21551,,
,https://albiononline2d.com/en/item/id/T8_YARROW,Used In (24),,,
T8_SHARD_AVALONIAN,https://albiononline2d.com/en/item/id/T8_SHARD_AVALONIAN,Crafting Requirements (1),,,
T8_OFF_TOWERSHIELD_UNDEAD@1,https://albiononline2d.com/en/item/id/T8_OFF_TOWERSHIELD_UNDEAD@1,Crafting Requirements (3),7037,,
T8_SHOES_PLATE_SET1@4,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET1@4,Crafting Requirements (1),37715,,
UNIQUE_MOUNT_ENT_SILVER,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_ENT_SILVER,Crafting Requirements (0),,,
T8_ARTEFACT_SHOES_PLATE_UNDEAD,https://albiononline2d.com/en/item/id/T8_ARTEFACT_SHOES_PLATE_UNDEAD,Crafting Requirements (1),,,
T8_MAIN_FROSTSTAFF_KEEPER@3,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF_KEEPER@3,Crafting Requirements (3),64653,,
T8_OFF_DEMONSKULL_HELL,https://albiononline2d.com/en/item/id/T8_OFF_DEMONSKULL_HELL,Crafting Requirements (3),4021,,
T8_SHOES_CLOTH_KEEPER,https://albiononline2d.com/en/item/id/T8_SHOES_CLOTH_KEEPER,Crafting Requirements (2),4021,,
T8_SHOES_PLATE_SET2,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET2,Crafting Requirements (1),4021,,
T8_MAIN_SCIMITAR_MORGANA@1,https://albiononline2d.com/en/item/id/T8_MAIN_SCIMITAR_MORGANA@1,Crafting Requirements (3),21111,,
,https://albiononline2d.com/en/item/id/TREASURE_AVALON_RARITY1,,,,
T8_ARMOR_CLOTH_KEEPER,https://albiononline2d.com/en/item/id/T8_ARMOR_CLOTH_KEEPER,Crafting Requirements (2),8042,,
T8_SHOES_PLATE_SET2@1,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET2@1,Crafting Requirements (1),7037,,
T8_OFF_TOWERSHIELD_UNDEAD@2,https://albiononline2d.com/en/item/id/T8_OFF_TOWERSHIELD_UNDEAD@2,Crafting Requirements (3),12315,,
T8_SHOES_CLOTH_KEEPER@1,https://albiononline2d.com/en/item/id/T8_SHOES_CLOTH_KEEPER@1,Crafting Requirements (2),7037,,
,https://albiononline2d.com/en/item/id/TREASURE_AVALON_RARITY2,,,,
T8_OFF_DEMONSKULL_HELL@1,https://albiononline2d.com/en/item/id/T8_OFF_DEMONSKULL_HELL@1,Crafting Requirements (3),7037,,
T8_MAIN_FROSTSTAFF_KEEPER@4,https://albiononline2d.com/en/item/id/T8_MAIN_FROSTSTAFF_KEEPER@4,Crafting Requirements (3),113144,,
T8_SHOES_CLOTH_KEEPER@2,https://albiononline2d.com/en/item/id/T8_SHOES_CLOTH_KEEPER@2,Crafting Requirements (2),12315,,
UNIQUE_MOUNT_GIANT_HORSE_ADC,https://albiononline2d.com/en/item/id/UNIQUE_MOUNT_GIANT_HORSE_ADC,Crafting Requirements (0),,,
T8_MAIN_SCIMITAR_MORGANA@2,https://albiononline2d.com/en/item/id/T8_MAIN_SCIMITAR_MORGANA@2,Crafting Requirements (3),36945,,
T8_SHOES_PLATE_SET2@2,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET2@2,Crafting Requirements (1),12315,,
T8_BAG,https://albiononline2d.com/en/item/id/T8_BAG,Crafting Requirements (2),8042,,
T8_OFF_TOWERSHIELD_UNDEAD@3,https://albiononline2d.com/en/item/id/T8_OFF_TOWERSHIELD_UNDEAD@3,Crafting Requirements (3),21551,,
,https://albiononline2d.com/en/item/id/TREASURE_AVALON_RARITY3,,,,
T8_SHOES_PLATE_SET2@3,https://albiononline2d.com/en/item/id/T8_SHOES_PLATE_SET2@3,Crafting Requirements (1),21551,,
T8_SHOES_CLOTH_KEEPER@3,https://albiononline2d.com/en/item/id/T8_SHOES_CLOTH_KEEPER@3,Crafting Requirements (2),21551,,
T8_MAIN_HAMMER,https://albiononline2d.com/en/item/id/T8_MAIN_HAMMER,Crafting Requirements (1),12064,,
T8_OFF_DEMONSKULL_HELL@2,https://albiononline2d.com/en/item/id/T8_OFF_DEMONSKULL_HELL@2,Crafting Requirements (3),12315,,
T8_ARMOR_CLOTH_KEEPER@1,https://albiononline2d.com/en/item/id/T8_ARMOR_CLOTH_KEEPER@1,Crafting Requirements (2),14074,,
T8_OFF_TOWERSHIELD_UNDEAD@4,https://albiononline2d.com/en/item/id/T8_OFF_TOWERSHIELD_UNDEAD@4,Crafting Requirements (3),37715,,
T8_SHOES_CLOTH_KEEPER@4,https://albiononline2d.com/en/item/id/T8_SHOES_CLOTH_KEEPER@4,Crafting Requirements (2),37715,,
T8_MAIN_SCIMITAR_MORGANA@3,https://albiononline2d.com/en/item/id/T8_MAIN_SCIMITAR_MORGANA@3,Crafting Requirements (3),64653,,
T8_BAG@1,https://albiononline2d.com/en/item/id/T8_BAG@1,Crafting Requirements (2),14074,,
